Date,Open,High,Low,Close,Adj Close,Volume
2020-12-24,107.440002,108.949997,107.379997,108.349998,105.903572,1451500
2020-12-28,108.959999,109.099998,107.260002,107.790001,105.356209,2034200
2020-12-29,108.500000,108.940002,108.139999,108.330002,105.884026,2834400
2020-12-30,108.690002,109.120003,107.839996,108.440002,105.991547,2415800
2020-12-31,108.169998,109.639999,107.849998,109.489998,107.017830,2982200
2021-01-04,109.529999,110.250000,107.260002,109.110001,106.646408,6192000
2021-01-05,108.849998,110.910004,108.300003,110.459999,107.965935,4322800
2021-01-06,108.949997,111.029999,108.589996,110.230003,107.741127,5539600
2021-01-07,110.279999,111.620003,109.250000,111.300003,108.786964,5568800
2021-01-08,111.669998,112.550003,110.339996,111.610001,109.089958,4242200
2021-01-11,111.209999,111.980003,110.230003,110.839996,108.337334,3177400
2021-01-12,110.519997,110.720001,108.339996,108.839996,106.382500,5777100
2021-01-13,109.089996,112.900002,108.250000,112.150002,109.617775,6047100
2021-01-14,111.209999,111.660004,109.750000,110.040001,107.988708,4391000
2021-01-15,110.000000,111.620003,109.389999,111.300003,109.225227,4480100
2021-01-19,111.739998,113.129997,110.519997,112.570000,110.471542,6820300
2021-01-20,112.650002,113.529999,112.000000,112.889999,110.785591,2952100
2021-01-21,112.250000,113.540001,110.260002,112.949997,110.844467,5028100
2021-01-22,113.000000,113.510002,111.739998,112.839996,110.736519,4163900
2021-01-25,113.059998,115.400002,113.010002,114.720001,112.581482,4689300
2021-01-26,114.250000,115.120003,113.790001,114.730003,112.591293,4142400
2021-01-27,115.199997,117.779999,113.500000,114.290001,112.159492,9104900
2021-01-28,117.910004,124.070000,117.150002,120.389999,118.145775,11296300
2021-01-29,120.250000,124.720001,119.709999,123.589996,121.286125,10995100
2021-02-01,123.239998,124.820000,122.500000,122.540001,120.255707,8337100
2021-02-02,123.400002,123.720001,120.230003,120.239998,117.998573,7277000
2021-02-03,119.739998,120.889999,118.900002,120.220001,117.978943,4991900
2021-02-04,119.830002,120.870003,118.790001,119.739998,117.507889,4377900
2021-02-05,120.430000,124.320000,120.040001,124.029999,121.717926,5803400
2021-02-08,125.000000,125.800003,123.769997,124.500000,122.179161,3456000
2021-02-09,124.830002,125.279999,123.610001,125.150002,122.817055,3424500
2021-02-10,125.790001,126.199997,124.760002,125.290001,122.954437,4195400
2021-02-11,125.690002,126.870003,125.199997,126.839996,124.475540,3697400
2021-02-12,126.410004,128.539993,126.250000,128.229996,125.839622,3658700
2021-02-16,128.490005,128.500000,126.849998,128.020004,125.633553,5174000
2021-02-17,127.370003,128.000000,126.389999,127.239998,124.868080,3161800
2021-02-18,125.470001,126.660004,124.070000,125.410004,123.072205,5427900
2021-02-19,125.250000,125.389999,122.669998,123.040001,120.746376,6204200
2021-02-22,122.949997,122.949997,120.529999,122.550003,120.265518,4842000
2021-02-23,122.250000,123.180000,120.209999,120.800003,118.548134,5565900
2021-02-24,120.800003,122.910004,120.660004,122.379997,120.098671,4127400
2021-02-25,121.660004,122.760002,120.769997,121.580002,119.313599,3468900
2021-02-26,122.190002,122.360001,119.660004,119.779999,117.547142,5197500
2021-03-01,120.989998,122.949997,120.610001,122.209999,119.931847,3858600
2021-03-02,122.209999,123.099998,121.190002,122.529999,120.245880,4908100
2021-03-03,121.690002,121.889999,119.059998,119.180000,116.958321,5239500
2021-03-04,119.000000,119.809998,114.739998,116.010002,113.847435,6699600
2021-03-05,117.000000,117.580002,114.800003,117.250000,115.064308,4859500
2021-03-08,117.000000,118.279999,115.559998,115.629997,113.474510,3931600
2021-03-09,116.739998,119.339996,116.489998,116.699997,114.524567,5176100
2021-03-10,117.239998,119.199997,115.320000,115.879997,113.719849,7640200
2021-03-11,116.690002,117.870003,115.839996,117.519997,115.329269,4915700
2021-03-12,117.089996,117.269997,116.120003,116.709999,114.534386,3714000
2021-03-15,117.190002,118.220001,116.540001,118.099998,115.898468,4651800
2021-03-16,118.449997,119.440002,117.529999,118.220001,116.016235,3870500
2021-03-17,117.669998,118.220001,116.919998,117.620003,115.427414,3797200
2021-03-18,117.500000,119.150002,117.309998,118.110001,115.908279,4253000
2021-03-19,118.379997,120.989998,117.570000,120.250000,118.008385,11275200
2021-03-22,120.260002,122.220001,120.010002,121.470001,119.205643,5173100
2021-03-23,121.769997,122.150002,119.870003,120.489998,118.243912,3788500
2021-03-24,120.000000,120.449997,117.949997,118.019997,115.819954,6521300
2021-03-25,118.730003,119.500000,117.239998,119.050003,116.830757,5320100
2021-03-26,119.279999,122.300003,118.940002,122.070000,119.794464,4857000
2021-03-29,121.000000,122.739998,120.050003,122.230003,119.951477,4810100
2021-03-30,121.500000,122.489998,119.379997,119.750000,117.517708,5054400
2021-03-31,120.000000,121.449997,119.750000,119.839996,117.606018,5792800
2021-04-01,120.279999,120.870003,118.779999,118.940002,116.722809,4015100
2021-04-05,119.650002,120.349998,119.080002,119.860001,117.625656,6314600
2021-04-06,120.010002,122.010002,119.599998,119.970001,117.733604,5146400
2021-04-07,119.820000,120.879997,119.599998,120.110001,117.871002,4313000
2021-04-08,121.010002,121.570000,119.540001,119.779999,117.547142,3768800
2021-04-09,119.650002,120.930000,119.349998,120.900002,118.646263,4102500
2021-04-12,120.559998,121.370003,120.480003,121.040001,118.783661,2915900
2021-04-13,121.050003,123.639999,120.910004,123.010002,120.716942,4944600
2021-04-14,122.550003,122.830002,121.290001,121.500000,119.672874,4726500
2021-04-15,122.400002,124.680000,121.900002,123.940002,122.076195,4510900
2021-04-16,124.389999,124.610001,122.949997,124.349998,122.480011,6243100
2021-04-19,123.599998,125.419998,123.589996,124.529999,122.657310,6853100
2021-04-20,120.500000,122.000000,119.010002,120.000000,118.195442,9908200
2021-04-21,120.430000,122.849998,119.860001,122.599998,120.756340,7040300
2021-04-22,122.809998,124.820000,122.510002,123.500000,121.642807,6366900
2021-04-23,123.620003,124.110001,122.650002,123.309998,121.455650,5227000
2021-04-26,123.389999,123.400002,121.949997,122.580002,120.736641,4377500
2021-04-27,122.000000,122.550003,121.000000,121.699997,119.869865,3384900
2021-04-28,121.519997,121.919998,120.540001,121.449997,119.623627,3755900
2021-04-29,121.500000,121.510002,120.010002,121.010002,119.190247,3889200
2021-04-30,120.500000,121.150002,119.349998,120.080002,118.274231,4773500
2021-05-03,120.550003,120.660004,119.180000,119.529999,117.732498,4917600
2021-05-04,119.199997,119.290001,116.430000,117.540001,115.772430,9221800
2021-05-05,117.800003,118.870003,117.180000,118.510002,116.727844,5632400
2021-05-06,118.050003,118.879997,116.699997,118.790001,117.003632,4305300
2021-05-07,119.769997,120.419998,118.760002,118.949997,117.161224,4076600
2021-05-10,119.199997,119.949997,118.750000,118.940002,117.151375,3923200
2021-05-11,118.860001,119.260002,117.959999,118.389999,116.609650,5520800
2021-05-12,117.169998,117.599998,116.250000,116.349998,114.600319,4745500
2021-05-13,117.000000,118.029999,116.669998,117.449997,115.683784,4519500
2021-05-14,117.989998,118.820000,117.330002,118.309998,116.530846,3800500
2021-05-17,118.000000,118.349998,116.669998,116.739998,114.984459,3732400
2021-05-18,116.720001,118.000000,116.720001,116.980003,115.220856,3398400
2021-05-19,116.160004,116.430000,115.160004,116.379997,114.629868,3430800
2021-05-20,116.550003,117.970001,116.410004,117.800003,116.028526,2858200
2021-05-21,118.230003,118.949997,116.980003,117.129997,115.368591,4629300
2021-05-24,118.040001,118.260002,117.239998,117.290001,115.526192,3096000
2021-05-25,118.000000,119.239998,117.559998,118.400002,116.619492,4704500
2021-05-26,117.519997,118.279999,116.050003,116.750000,114.994308,6692900
2021-05-27,117.000000,117.570000,115.610001,115.690002,113.950249,10358900
2021-05-28,116.470001,117.820000,116.290001,116.650002,114.895813,4813000
2021-06-01,110.150002,111.300003,105.690002,105.790001,104.199135,25124100
2021-06-02,105.790001,107.930000,105.360001,106.900002,105.292435,19215100
2021-06-03,107.000000,109.669998,106.550003,109.199997,107.557838,12118000
2021-06-04,109.300003,109.910004,108.410004,109.290001,107.646492,7197200
2021-06-07,109.980003,110.879997,109.720001,110.000000,108.345810,7933600
2021-06-08,110.500000,110.500000,107.830002,107.900002,106.277397,8173900
2021-06-09,107.809998,109.529999,107.599998,109.050003,107.410110,13780400
2021-06-10,109.050003,110.250000,108.989998,110.150002,108.493561,8012600
2021-06-11,110.330002,110.330002,109.510002,109.910004,108.257172,6517500
2021-06-14,110.080002,110.559998,109.629997,110.480003,108.818596,4888700
2021-06-15,110.940002,111.400002,110.099998,110.410004,108.749657,5398800
2021-06-16,110.190002,111.110001,109.800003,110.059998,108.404907,7051500
2021-06-17,109.750000,111.989998,109.730003,111.629997,109.951302,5967400
2021-06-18,110.000000,111.349998,110.000000,110.330002,108.670853,8831800
2021-06-21,110.250000,112.169998,109.730003,111.440002,109.764160,4743300
2021-06-22,111.660004,111.919998,110.500000,110.959999,109.291382,6519400
2021-06-23,110.599998,111.260002,110.599998,110.839996,109.173180,4356100
2021-06-24,111.500000,113.489998,111.410004,111.699997,110.020256,9718600
2021-06-25,111.879997,113.260002,111.510002,112.720001,111.024910,8750400
2021-06-28,112.989998,116.360001,112.739998,115.699997,113.960091,9567200
2021-06-29,115.739998,118.839996,115.459999,117.209999,115.447388,8150200
2021-06-30,117.000000,117.180000,115.250000,115.930000,114.186646,5844600
2021-07-01,115.610001,117.290001,115.480003,117.160004,115.398148,4739600
2021-07-02,116.919998,118.250000,116.650002,118.040001,116.264915,4787000
2021-07-06,118.000000,119.070000,117.760002,118.820000,117.033180,5040400
2021-07-07,119.080002,119.980003,118.750000,119.870003,118.067390,4068700
2021-07-08,118.860001,119.430000,117.959999,119.260002,117.466576,3908900
2021-07-09,119.650002,120.239998,119.239998,119.739998,117.939339,4353600
2021-07-12,118.809998,119.690002,118.440002,118.809998,117.023331,3905200
2021-07-13,118.570000,119.260002,118.110001,118.650002,116.865746,3877100
2021-07-14,118.120003,118.300003,116.860001,117.169998,115.847359,4660300
2021-07-15,116.699997,117.160004,116.269997,116.660004,115.343124,5761200
2021-07-16,117.040001,117.809998,116.430000,117.510002,116.183525,3977600
2021-07-19,116.980003,119.330002,116.930000,118.790001,117.449066,6739700
2021-07-20,118.540001,120.000000,118.099998,118.730003,117.389755,4678400
2021-07-21,119.220001,119.290001,117.230003,118.980003,117.636925,4285300
2021-07-22,118.000000,118.750000,115.860001,118.250000,116.915169,6958000
2021-07-23,119.629997,121.099998,119.269997,120.800003,119.436386,4736100
2021-07-26,120.239998,120.489998,118.379997,119.519997,118.170830,4954800
2021-07-27,119.599998,121.230003,119.599998,119.809998,118.457558,5630800
2021-07-28,119.809998,121.070000,119.279999,120.519997,119.159538,3796100
2021-07-29,121.080002,121.400002,120.419998,121.089996,119.723114,3925500
2021-07-30,121.000000,121.419998,120.400002,120.980003,119.614357,4688800
2021-08-02,121.500000,121.779999,120.180000,120.919998,119.555031,3646100
2021-08-03,121.379997,122.550003,121.070000,122.120003,120.741486,3696200
2021-08-04,121.379997,122.650002,121.010002,121.570000,120.197693,3513400
2021-08-05,122.360001,122.360001,120.830002,122.209999,120.830467,3258100
2021-08-06,122.000000,122.209999,121.220001,122.169998,120.790916,3550300
2021-08-09,122.389999,123.260002,122.029999,123.160004,121.769745,4271200
2021-08-10,123.349998,123.559998,122.099998,122.699997,121.314934,4356900
2021-08-11,122.839996,123.400002,121.349998,121.459999,120.088928,3683100
2021-08-12,121.180000,123.250000,121.000000,122.809998,121.423698,3023600
2021-08-13,122.720001,123.230003,122.339996,123.059998,121.670868,3476600
2021-08-16,123.690002,124.699997,123.330002,124.660004,123.252815,4601900
2021-08-17,124.639999,126.379997,124.370003,125.690002,124.271187,4609700
2021-08-18,125.809998,126.080002,123.860001,123.930000,122.531059,3585200
2021-08-19,123.720001,126.389999,123.580002,125.720001,124.300842,4283800
2021-08-20,125.910004,126.980003,125.120003,126.320000,124.894073,5485800
2021-08-23,126.669998,127.300003,125.790001,125.839996,124.419487,3906700
2021-08-24,125.599998,125.910004,124.839996,125.500000,124.083328,3945700
2021-08-25,125.839996,125.910004,124.169998,124.739998,123.331902,4379000
2021-08-26,124.690002,126.269997,124.650002,125.470001,124.053665,3991900
2021-08-27,125.680000,126.260002,124.300003,124.589996,123.183594,4094300
2021-08-30,124.529999,126.190002,124.360001,125.940002,124.518364,3151800
2021-08-31,126.400002,127.209999,125.910004,126.370003,124.943512,6190300
2021-09-01,125.720001,127.459999,125.459999,127.400002,125.961876,3484200
2021-09-02,127.500000,128.850006,127.339996,128.490005,127.039581,3402700
2021-09-03,129.000000,129.399994,128.149994,128.940002,127.484497,2463300
2021-09-07,128.119995,128.490005,127.050003,128.389999,126.940704,2765500
2021-09-08,128.559998,129.520004,128.000000,129.059998,127.603134,3121200
2021-09-09,129.149994,129.149994,127.330002,127.980003,126.535332,4546900
2021-09-10,128.000000,129.440002,128.000000,128.800003,127.346085,4127400
2021-09-13,129.669998,129.699997,124.809998,126.620003,125.190689,5811000
2021-09-14,127.349998,127.989998,126.709999,127.050003,125.615829,4197400
2021-09-15,126.879997,128.179993,126.279999,127.489998,126.050858,4803200
2021-09-16,127.870003,127.970001,126.300003,127.440002,126.001427,3317100
2021-09-17,126.779999,127.800003,126.459999,126.790001,125.358772,10045200
2021-09-20,125.599998,126.570000,123.809998,124.870003,123.460442,5262200
2021-09-21,125.570000,126.779999,125.099998,125.129997,123.717499,4918600
2021-09-22,125.500000,125.739998,124.180000,124.650002,123.242920,6553400
2021-09-23,125.419998,125.900002,124.809998,125.300003,123.885590,4161500
2021-09-24,124.809998,125.480003,124.269997,124.370003,122.966087,3045700
2021-09-27,123.330002,123.500000,120.449997,120.580002,119.218872,6481200
2021-09-28,119.599998,119.760002,117.970001,118.739998,117.399628,5855200
2021-09-29,118.919998,120.059998,118.769997,119.459999,118.111511,4511300
2021-09-30,119.860001,120.669998,118.099998,118.129997,116.796524,4786200
2021-10-01,118.199997,118.430000,115.099998,117.209999,115.886909,8173200
2021-10-04,116.610001,117.570000,114.860001,115.529999,114.225876,5903500
2021-10-05,116.110001,116.949997,115.529999,115.879997,114.571922,4238400
2021-10-06,115.750000,116.570000,114.400002,116.489998,115.175034,5498900
2021-10-07,117.550003,118.709999,117.449997,117.910004,116.579010,4505800
2021-10-08,118.089996,119.330002,117.820000,118.389999,117.053596,7193200
2021-10-11,118.150002,118.940002,116.849998,116.879997,115.560631,3873200
2021-10-12,117.900002,118.309998,116.410004,117.320000,115.995667,4599200
2021-10-13,117.500000,118.230003,116.440002,117.000000,115.679283,3935100
2021-10-14,116.660004,117.680000,116.639999,117.570000,116.691658,4977400
2021-10-15,118.080002,118.330002,117.129997,117.489998,116.612259,6012400
2021-10-18,117.290001,117.489998,116.300003,116.820000,115.947258,5275800
2021-10-19,117.059998,120.180000,117.059998,119.339996,118.448433,5880000
2021-10-20,123.529999,124.800003,122.190002,123.309998,122.388771,8401900
2021-10-21,123.510002,125.599998,123.089996,125.050003,124.115784,4984000
2021-10-22,125.510002,126.839996,124.879997,126.720001,125.773300,5742300
2021-10-25,126.489998,126.849998,125.400002,126.580002,125.634354,4426900
2021-10-26,127.000000,128.779999,126.790001,128.130005,127.172768,3994000
2021-10-27,129.000000,129.399994,127.370003,127.709999,126.755905,4128600
2021-10-28,128.029999,128.940002,127.040001,127.709999,126.755905,3645300
2021-10-29,127.260002,129.009995,126.830002,128.889999,127.927086,4692200
2021-11-01,128.639999,129.529999,128.289993,128.940002,127.976715,3494700
2021-11-02,129.330002,129.529999,127.290001,127.709999,126.755905,8069600
2021-11-03,127.379997,128.740005,126.970001,128.699997,127.738510,5110600
2021-11-04,128.949997,129.490005,128.190002,129.089996,128.125580,4675900
2021-11-05,127.080002,127.320000,123.930000,124.370003,123.440865,7989800
2021-11-08,124.000000,127.230003,123.809998,126.800003,125.852707,4930000
2021-11-09,126.699997,127.500000,126.250000,126.430000,125.485474,5130300
2021-11-10,126.190002,128.110001,126.050003,127.820000,126.865089,5358900
2021-11-11,127.970001,128.960007,127.239998,127.250000,126.299339,5054800
2021-11-12,127.940002,128.850006,127.120003,128.449997,127.490379,6462200
2021-11-15,128.770004,130.199997,128.259995,129.440002,128.472977,4565800
2021-11-16,129.639999,131.600006,129.639999,130.889999,129.912140,4141300
2021-11-17,130.610001,130.699997,128.539993,128.619995,127.659111,4759900
2021-11-18,129.309998,129.429993,127.470001,127.639999,126.686424,4466100
2021-11-19,128.410004,128.529999,126.459999,126.839996,125.892403,6867700
2021-11-22,126.779999,126.800003,124.680000,125.260002,124.324211,4205400
2021-11-23,124.510002,124.889999,123.220001,124.480003,123.550041,4873700
2021-11-24,124.070000,125.279999,124.000000,125.070000,124.135635,3729500
2021-11-26,127.809998,129.750000,125.440002,125.879997,124.939575,4671400
2021-11-29,126.349998,128.940002,125.360001,128.029999,127.073509,5648200
2021-11-30,128.199997,128.789993,125.339996,125.769997,124.830391,7269900
2021-12-01,126.480003,128.479996,125.120003,126.739998,125.793152,4816700
2021-12-02,126.290001,129.850006,126.290001,128.380005,127.420906,5090800
2021-12-03,128.880005,130.460007,128.029999,130.270004,129.296783,5254500
2021-12-06,130.759995,133.279999,130.610001,132.470001,131.480347,6601600
2021-12-07,134.000000,134.080002,131.800003,132.419998,131.430710,5143600
2021-12-08,132.800003,133.449997,131.119995,132.369995,131.381088,5389400
2021-12-09,132.500000,133.110001,131.479996,132.529999,131.539886,2663300
2021-12-10,133.419998,134.500000,132.869995,134.369995,133.366150,4371800
2021-12-13,134.500000,137.000000,134.500000,135.960007,134.944275,5094800
2021-12-14,135.929993,136.000000,132.000000,132.940002,131.946838,8193300
2021-12-15,133.539993,135.669998,132.899994,135.559998,134.547256,6422300
2021-12-16,135.440002,136.610001,134.600006,136.089996,135.073288,6984100
2021-12-17,137.539993,139.270004,136.889999,137.110001,136.085678,12146000
2021-12-20,136.199997,137.809998,134.220001,134.979996,133.971588,6501200
2021-12-21,136.020004,137.179993,133.399994,135.270004,134.259445,7153800
2021-12-22,135.880005,139.020004,135.789993,138.990005,137.951645,6768900
2021-12-23,139.649994,140.229996,138.720001,139.160004,138.120361,3491800
2021-12-27,139.820007,142.600006,139.429993,141.460007,140.403183,3801700
2021-12-28,141.580002,141.710007,140.130005,140.470001,139.420593,3296000
2021-12-29,140.470001,141.660004,139.330002,141.190002,140.135193,2848900
2021-12-30,141.410004,141.750000,140.589996,141.000000,139.946625,2809100
2021-12-31,141.000000,141.770004,140.720001,140.740005,139.688568,3271800
2022-01-03,139.429993,139.830002,137.210007,139.039993,138.001266,6688100
2022-01-04,139.500000,139.649994,134.759995,135.770004,134.755692,8241200
2022-01-05,135.149994,137.029999,135.070007,135.160004,134.150253,5948200
2022-01-06,135.000000,136.210007,133.880005,135.139999,134.130386,5710200
2022-01-07,134.880005,136.179993,134.380005,135.559998,134.547256,4367500
